InstanceName,glucose_2.0,glueminisat-2.2.5,lingeling-587f-4882048-110513,minisathackcir_minisat_2011.05.13_simp_,minisathackcontrasat_2011.03.02,minisathackEBMiniSAT_2011.03.02,minisathackLR_GL_SHR_2011.03.02,minisathackMiniSAT_2.2.0.agile.26,minisathackminisat_psm_2011.04.01,minisathackreferenceminisat_2.2.0,MPhaseSAT64,rcl_2011.04.01,RestartSAT_B95,SAT09referencesolverprecosat_236
maxor128.cnf,5000,5000,1928.87,5000,5000,5000,4474.66,5000,5000,5000,3197.35,5000,5000,2334.86
maxxor032.cnf,1036.68,52.36,143.47,474.87,322.68,943.91,247.78,1755.62,1469.29,5000,4220.75,3733.52,798.79,85.00
maxxor064.cnf,5000,850.52,1771.92,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1864.46
maxxor128.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
maxxororand064.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
md5_48_3.cnf,5000,5000,110.28,21.33,375.58,59.95,5000,47.34,103.45,107.97,200.97,180.62,94.99,222.76
minandmaxor016.cnf,0.27,0.18,0.88,0.26,0.18,0.14,0.27,0.14,0.21,0.28,0.79,0.25,0.28,0.26
minandmaxor128.cnf,5000,3422.26,5000,5000,5000,5000,2443.01,5000,5000,5000,5000,5000,5000,2521.26
minxorminand128.cnf,5000,2455.83,5000,5000,5000,1949.66,1052.56,1951.77,5000,1680.38,5000,5000,3344.61,2285.75
mizh-sha0-36-2.cnf,5000,2487.44,445.85,241.43,3985.99,61.51,5000,1291.63,1023.15,16.31,316.26,1158.81,16.62,5000
mizh-sha0-36-4.cnf,72.11,5000,82.92,60.48,42.41,617.36,5000,610.48,396.57,114.99,353.84,236.28,3636.05,5000
mulhs016.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
myciel6-trused-assat04-320.cnf,5000,5000,5000,5000,5000,5000,5000,4843.80,5000,5000,853.26,5000,5000,5000
ndhf_xits_19_UNKNOWN.cnf,1185.92,456.74,37.09,17.56,141.07,1483.46,39.02,1861.80,5000,229.52,16.60,5000,179.01,1499.49
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1025-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3025-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3035-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
