abcdsat_r18,CaDiCaL,Candy,cms55-main-all4fixed,COMiniSatPS_Pulsar_drup,expGlucose,expMC_LRB_VSIDS_Switch,expMC_LRB_VSIDS_Switch_2500,expMC_VSIDS_LRB_Switch_2500,GHackCOMSPS_drup,glu_mix,glucose4.2.1,Glucose_Hack_Kiel_fastBVE,glucose-3.0_PADC_10,glucose-3.0_PADC_3,glucose3.0,gluHack,inIDGlucose,Lingeling,Maple_CM,Maple_CM_Dist,Maple_CM_ordUIP,Maple_CM_ordUIP+,Maple_LCM_M1,Maple_LCM_Scavel_200_fix2,Maple_LCM_Scavel_fix2,Maple_LCM+BCrestart,Maple_LCM+BCrestart_M1,MapleCOMSPS_CHB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_2_fix,MapleLCMDistChronoBT,Minisat-v2.2.0-106-ge2dd095,Riss7.1-fix,smallsat,Sparrow2Riss-2018-fixfix,YalSAT
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
476.04,1591.85,5000,5000,5000,5000,5000,570.83,5000,5000,916.75,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1393.96,1145.63,5000,5000,5000,5000,5000,5000,5000,5000,392.42,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1595.03,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
665.43,160.47,352.34,1171.8,276.98,700.19,5000,274.92,3254.26,236.35,303.07,223.39,268.75,293.26,297.18,273.57,5000,325.99,641.72,352.1,309.53,350.45,356.11,262.08,340.21,254.49,253.92,268.2,1112.34,5000,1223.52,267.02,693.23,497.9,241.64,837.53,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,674.93,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
498.87,299.21,1127.56,5000,679.25,5000,5000,566.02,5000,571.11,980.11,552.88,772.24,632.82,638.54,792.35,5000,850.78,1598.03,764.62,790.19,762.52,754.21,609.56,761.54,662.02,608.77,530.92,5000,5000,5000,656.12,5000,1148.55,749.68,1501.03,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,707.89,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,500.84,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
327.63,1221.07,5000,1114.45,5000,5000,5000,321.42,3002.36,5000,281.53,721.73,5000,5000,5000,5000,5000,5000,5000,1055.92,1014.25,1041.23,870.37,584,630.21,696.29,5000,729.28,5000,5000,5000,588.95,5000,5000,298.84,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1344.83,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,159.8,392.95,446.01,219.11,492.87,1031.26,135.19,2650.41,178.84,130.01,149.51,285.59,304.42,307.92,296.68,5000,294.05,421.24,251.89,225.06,253.38,250.47,228.26,210.89,260.35,225.21,205.43,453.47,745.62,495.91,189.28,468.17,523.14,227.48,821.71,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,951.67,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,901.66,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
1099.5,985.38,5000,5000,5000,5000,5000,716.61,5000,1430.11,653.28,904.73,5000,5000,5000,5000,908.95,5000,5000,5000,5000,5000,5000,5000,977.7,988.1,5000,786.12,5000,5000,5000,5000,5000,5000,1140.15,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,131.97,5000,5000,5000,132.16,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,174.95,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,142.4,5000,5000,5000,5000,335.34,5000,5000,338.09,5000,5000
535.02,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,517.4,5000,5000,5000,5000,2340.49,141.83,201.08,545.47,420.08,458.01,5000,5000,902.37,392.97,1129.34,5000,324.69,5000,5000
440.4,414.38,495.66,207.89,476.1,1579.53,273.51,348.08,381.8,423.75,383.66,1314.8,5000,55.81,56.01,1465.35,957.45,891.14,5000,252.1,500.46,253.54,248.49,260.64,338.11,392.92,1025.78,229.63,206.86,5000,279.59,750.06,457.81,836.22,244.63,1413.4,5000
683.33,657.07,5000,999.42,210.85,1462.14,336.04,340.09,3011.23,5000,5000,207.34,89.27,610.53,600.89,102.59,1031.16,5000,111.58,189.97,541.01,191.23,190.33,359.42,283.1,327.34,355.9,560.91,570.61,407.22,5000,373.95,860.95,142.24,494.86,748.68,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,236.6,5000,5000,5000,5000,5000,5000,5000,1276.6,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,657.12,5000,845.44,433.16,1581.23,5000,5000,5000,5000,5000,5000,478.27,5000,5000,5000,5000,4934.89,5000,1441.61,5000,5000,5000,5000,943.36,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,459.36,1057.87,5000,283.69,228.18,5000,614.81,5000,5000,5000,5000,5000,309.74,567.99,5000,5000,5000,5000,5000,812.83,426.95,553.4,325.31,5000,514.44,1540.31,431.14,5000,5000,5000,495.5,5000,5000
87.23,815.51,931.71,5000,130.56,5000,5000,295.05,2445.79,601.99,455.01,254.36,623.71,409.78,390.17,699.96,11.96,643.53,1483.39,213.49,747.49,212.67,5000,573,206.26,165.25,111.82,210.48,739.87,523.02,189.84,203.15,481.3,5000,612.58,5000,5000
5000,275.43,387.28,1091.07,32.54,5000,5000,223.01,5000,91.52,625.4,206.38,5000,1135.19,1121.05,245.4,205.13,36.73,998.73,522.46,543.91,527.3,513.82,82.12,610.83,165.84,1229.22,283.22,153.49,249.03,536.65,390.48,5000,478.35,1432.86,1004.57,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
316.9,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1390.45,5000,5000,5000,5000,5000,1464.02,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1588.44,5000,5000
5000,5000,669.11,1097.95,5000,1266.08,424.09,745.39,611.85,1381.33,5000,499.69,1515.22,760.81,760.9,5000,5000,5000,5000,531.41,5000,531.02,509.63,4174.87,258.3,441.9,5000,267.23,743.01,5000,1018.08,384.7,5000,5000,5000,5000,5000
674.26,452.23,459.97,584.97,319.49,966.6,420.54,381.24,227.55,175.47,902.58,960.5,913.22,5000,5000,399.58,5000,966.79,389.68,800.07,5000,798.15,756.83,972.33,359.29,188.19,1147.67,477.19,5000,299.74,5000,468.32,443.86,5000,187.28,5000,5000
61.45,35.91,88.03,58.37,62.43,106.39,114.62,90.51,79.98,104.74,5000,92.82,112.77,5000,5000,5000,164.09,5000,71.52,91.51,89.54,91.18,90.54,87.23,92.92,91.81,96.07,88.6,80.76,101.11,110.22,90.99,146.33,1343.27,42.65,1568.21,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
1617.32,119.04,297.8,134.94,633.02,1467.37,1142.95,5000,693.5,580.56,5000,488,475.7,1051.24,1069.08,604.74,5000,436.8,159.22,2503.31,2081.1,2529.04,2440.27,2673.24,5000,5000,2410.21,2596.38,465.73,808.66,766.12,2597.87,5000,364.64,5000,752.62,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,963.35,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
1.72,1.13,59.4,29.6,5.82,199.88,6.59,4.28,39.99,8.45,54.49,60.13,48.51,71.06,67.79,48.2,2.65,6.21,37.6,12.18,15.71,12.37,12.34,5.04,39.21,38.08,4.28,5.41,42.36,5.99,4.73,27.23,6.81,39.44,3.34,976.34,5000
0.41,0.68,976.34,21.24,0.16,548.91,3.69,10.69,53.86,517.63,124.84,223.82,59.89,47.89,47.42,60.09,1084.68,174.04,5.89,4.83,20.98,4.81,4.88,5.49,30.88,30.12,4.87,5.67,22.16,12.32,3.52,36.21,345.65,138.8,0.32,423.29,5000
35.23,28.76,25.12,22.02,19.71,54.01,72.98,29.42,56.23,15.21,28.53,51.99,52.52,35.63,35.93,54.16,21.25,43.84,73.63,32.85,34.68,37.15,36.92,34.73,24.53,30.07,30.89,34.82,257.11,49.58,17.25,14.75,62.22,54.38,25.19,330.1,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,311.07,310.41,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,80.32,5000,276.49,5000
5000,5000,342.96,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,7.99,5000,249.56,5000
5000,833.42,5000,5000,5000,5000,5000,5000,5000,5000,583.28,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,254.39,5000,5000,5000,5000,5000,5000,5000,5000,50.86,5000,389.45,5000
1090.48,823.42,5000,932.99,970.39,1007.38,1139.71,1141.01,851.82,960,830.73,684.47,682.23,890.39,890.66,726.64,1334.04,882.63,1129.58,1648.6,1394.66,1565.62,1502.89,1358.26,1075,1221.26,1239.54,1398.16,794.99,1059.44,913.17,1566.28,5000,1276.45,1309.71,5000,5000
5000,5000,5000,5000,5000,5000,5000,2504.03,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,476.37,5000,739.09,5000,5000,5000,367.4,5000,5000,5000,216.28,5000,418.73,5000
17.22,59.16,177.39,66.61,39.87,68.01,46.4,40.06,163.33,43.69,41.83,44.15,49.54,54.78,55.14,50.24,44.13,43.26,264.01,45.96,49.02,47.11,46.69,39.52,45.5,45.46,41.05,39.76,60.47,45.63,40.22,44.02,35.59,75.37,42.81,987.68,5000
5000,5000,5000,419.96,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
508.86,5000,5000,5000,5000,5000,1128.48,79.33,2564.86,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,445.68,5000,5000,5000,5000,1158.31,5000,721.55,5000,5000,5000,5000,5000,5000,5000,679.15,5000,5000
5000,1036.19,5000,455.43,777.54,5000,178.76,74.62,2515.95,311.69,579.38,5000,269.11,5000,5000,276.16,1372.84,5000,1610.94,117.77,50.13,5000,5000,164.17,60.57,121.13,181.07,167.82,1119.5,436.53,174.17,150.04,5000,5000,322.58,5000,5000
603.39,5000,5000,171.31,516.72,5000,1226.25,227.47,2557.31,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,259.56,245.78,271.27,264.76,94.82,106.85,123.23,261.26,95.16,5000,211.15,61.63,94.06,5000,5000,251.73,5000,5000
46.1,36.24,40.84,0.05,6.77,943.31,16.85,7.43,985.17,0.12,19.78,225.07,199.17,196.88,193.16,203.51,107.58,78.58,5000,9.93,10.93,21.8,21.57,9.57,14.05,14.14,8.78,9.63,56.99,12.69,7.53,7.08,102.35,239.74,4.38,617.74,5000
1.36,1.3,5000,28.46,387.86,5000,379.15,24.71,2488.15,264.79,5000,5000,1603.43,5000,5000,5000,1164.02,5000,8.17,110.88,0.52,477.42,462.67,77.57,51.96,108.75,0.35,80.53,0.43,0.37,67.82,49.26,5000,1.4,255.49,386.7,5000
98.26,5000,5000,200.55,758.94,5000,557.5,343.6,2607.64,587.23,5000,5000,5000,5000,5000,5000,5000,5000,5000,247.69,131.17,343.53,340.33,256.47,360.93,241.8,129.39,322.51,5000,102.94,189.88,313.73,5000,5000,1290.56,5000,5000
0.66,0.88,1227.4,4.19,441.65,5000,1045.79,253.22,2604.01,953.38,5000,5000,1525.46,5000,5000,1551.39,1583.18,5000,4.67,434.15,502.46,800.67,774.44,123.99,75.46,49.04,413.13,96.51,5000,468.43,472.67,177.67,5000,5000,487.66,5000,5000
154.39,5000,5000,198.56,915.82,5000,628.46,610.21,2743.06,1632.32,5000,5000,5000,5000,5000,5000,5000,5000,5000,356.39,165.85,818.6,797.27,356.85,894.02,238.15,165.8,652.77,5000,1302.7,1314.14,307.01,5000,5000,490.91,5000,5000
1.81,1.16,912.98,0.38,602.5,99.49,308.1,62.8,2489.29,1249.29,5000,5000,5000,5000,5000,5000,235.49,1660.5,12.42,0.71,0.51,0.73,0.71,0.66,338.57,184.58,217.16,0.71,473.46,260.32,151.17,209.71,5000,1.43,655.36,401.34,5000
108.28,1110.63,5000,214.19,229.25,5000,594.21,349.01,2544.89,270.65,5000,5000,5000,5000,5000,5000,5000,5000,5000,61.65,72.58,264.57,259.74,142.85,152.72,145.06,141.84,162.9,5000,108.15,394.71,169,5000,5000,293.88,5000,5000
0.5,0.95,273.03,30.87,44.72,1265.65,33.18,18.9,2487.32,139.96,102.15,318.17,505.43,595.82,583.64,506.6,143.51,70.22,4.75,14.21,0.51,29.87,29.41,19.35,32.95,32.08,17.4,20.13,92.68,31.43,24.77,21.3,538.99,1.63,46.09,388.74,5000
66.34,538.51,96.23,30.57,16.28,603.61,30.2,10.37,1501.5,28.14,25.06,45.74,258.98,90.23,89.99,257.32,18.9,89.71,429.59,8.84,10.24,46.38,44.65,16.65,20.88,15.57,9.16,16.69,10.93,5.62,20.81,11.44,887.97,337.61,24.93,718.45,5000
8.52,23.3,91.28,41.25,7.35,502.56,14.76,7.73,2489.81,2.48,5000,324.47,293.69,392.1,383.8,301.58,180.79,5000,279.25,10.42,7.19,10.6,10.47,9.75,20.27,13.24,9.26,10.15,75.15,12.19,12.39,9.62,62.5,222.9,15.19,793.07,5000
95.22,709.71,546.68,108.59,47.11,1485.71,79.67,66.75,2499.26,38.32,234.49,255.33,281.21,648.63,645.49,283.59,409.6,251.22,426.12,44.08,28.15,100.74,97.78,29.16,32.12,52.56,66.55,29.11,244.22,34.92,97.36,31.19,223.28,147.54,41.19,736.83,5000
565.76,5000,5000,1208.95,1334.07,5000,5000,432.13,2632.78,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,549.19,318.22,5000,5000,230.21,384.52,724.3,128.85,250.89,5000,5000,5000,419.52,5000,5000,5000,5000,5000
898.16,5000,5000,305.93,752.2,84.42,109.94,604.45,2607.5,5000,5000,5000,5000,5000,5000,5000,5000,5000,1615.99,5000,1.23,1041.52,1053.55,254.97,111.95,122.96,5000,707.45,2.52,79.56,156.53,8.76,1578.06,5000,5000,5000,5000
5000,5000,5000,1375.51,5000,5000,5000,5000,2754.42,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,202.4,5000,5000,5000,728.8,287.9,460.19,5000,5000,5000,5000,5000,396.18,5000,5000,5000,5000,5000
