abcdsat_r18,CaDiCaL,Candy,cms55-main-all4fixed,COMiniSatPS_Pulsar_drup,expGlucose,expMC_LRB_VSIDS_Switch,expMC_LRB_VSIDS_Switch_2500,expMC_VSIDS_LRB_Switch_2500,GHackCOMSPS_drup,glu_mix,glucose4.2.1,Glucose_Hack_Kiel_fastBVE,glucose-3.0_PADC_10,glucose-3.0_PADC_3,glucose3.0,gluHack,inIDGlucose,Lingeling,Maple_CM,Maple_CM_Dist,Maple_CM_ordUIP,Maple_CM_ordUIP+,Maple_LCM_M1,Maple_LCM_Scavel_200_fix2,Maple_LCM_Scavel_fix2,Maple_LCM+BCrestart,Maple_LCM+BCrestart_M1,MapleCOMSPS_CHB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_2_fix,MapleLCMDistChronoBT,Minisat-v2.2.0-106-ge2dd095,Riss7.1-fix,smallsat,Sparrow2Riss-2018-fixfix,YalSAT
191,146.35,455.52,122.68,153.52,239.19,139.98,56.29,354.57,150.81,5000,177.7,373.51,332.41,339.06,328.92,250.94,5000,141.17,81.76,92.6,78.85,78.68,62.47,79.38,71.7,75.3,70.15,135.75,139.58,88.81,76.71,549.89,5000,177.39,5000,5000
503.87,320.82,860.65,253.17,234.89,361.37,187.51,98.23,593.84,217.8,135.36,242.64,930.99,667.48,669.19,423.52,385.28,371.69,427.31,113.65,119.42,115.77,113.82,124.27,107.2,140.29,137.3,114.64,293.37,199.94,148.61,153.83,1251.55,5000,170.94,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
58.27,4.62,279.02,18.67,103.75,270,229.37,42.31,939.68,103.62,85.83,189.59,220.29,301.18,300.57,230.59,77.26,178.3,0.01,98,78.24,97.42,97.67,66.54,70.87,62.43,119.89,66.8,487.65,209.37,80.57,67.52,183.77,0.03,71.19,309.79,5000
248.4,31.08,197.04,474.75,712.94,142.38,449.86,182.02,152.18,516.12,120.33,358.42,331.43,880.84,862.59,855.99,501.72,260.93,747.86,479.78,60.7,129.04,123.05,292.46,276.77,222.58,304.01,71.86,866.78,944.49,175.3,98,964.11,410.66,825.42,964.45,5000
720.13,420.89,992.61,30.28,75.41,1177.48,367.18,311.53,993.46,762.73,592.73,1008.38,721.8,223.52,224.09,1209.65,253.18,508.33,929.07,274.48,416.51,372.2,357.33,269.07,89.52,334.32,154.51,378.44,71.84,986.05,334.68,279.2,543.53,41.52,510.18,640.12,5000
99.37,78.39,646,254.95,595.31,944.55,123.69,188.77,249.89,979.69,148.47,646.98,1053.28,1103.26,1112.34,530.36,530.55,562.13,743.69,136.65,556.93,246.81,229.78,84.89,143.3,284.02,252.91,363.58,1031.32,102.62,409.42,196.57,522.13,1061.62,472,1590.25,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.4,5000,0.51,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.38,5000,0.49,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.43,5000,0.77,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
19.02,5000,9.56,16.42,29.41,0.81,0.51,23.08,0.59,212.2,16.94,59.19,32.34,18.4,18.45,32.91,16.31,5.6,3.37,20.61,23.67,45.31,44.43,54.77,3.08,2.55,141.61,101.54,57.38,56.05,14.16,2.47,16.56,128.95,13.54,0.48,0.14
5000,5000,5000,5000,5000,5000,5000,5000,5000,1256.07,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,17.73,17.75,5000,5000,5000,5000,5000,5000,5000,5.82,5000,323.44,5000
5000,5000,5000,209.79,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3.72,5000,332.31,5000
5000,5000,333.67,52.42,28.16,627.87,28.18,5000,2485.14,25.26,104.45,527.5,437.94,680.76,693.75,433.88,10.69,196.79,5000,2654.33,2987.34,2931.77,2992.56,2942.62,5000,5000,2742.78,2901.58,121.25,25.96,24.72,3185.54,11.72,185.44,5000,503.97,5000
5000,5000,5000,180.13,10.64,5000,40.99,5000,5000,72.2,176.69,5000,5000,5000,5000,5000,80.47,5000,5000,20.18,10.34,20.23,20.49,5000,5000,5000,45.6,5000,164.28,308.67,31.86,24.98,14.54,5000,5000,5000,5000
197.71,129.25,409.8,5000,242.89,227.29,127.23,85.42,374.34,172.33,106.45,250.44,288.82,334.72,324.67,320.82,310.75,635.57,0,274.29,125.29,282.3,277.23,138.08,123.04,122.4,109.94,141.63,170.98,247.26,170.18,70.79,5000,5000,84.98,5000,5000
723.64,191.71,5000,5000,1364.84,5000,5000,726.54,2815.15,5000,500.09,1455.47,5000,5000,5000,5000,5000,5000,0,359.85,567.03,703.83,680.55,694.51,562.47,449.28,464,526.98,1184.67,721.64,1125.33,515.66,5000,5000,850.94,5000,5000
1268.52,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0,5000,5000,5000,5000,5000,5000,961.37,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,690.24,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
951.52,84.76,298.93,61.01,67.63,15.5,53.46,13.32,81.69,139.08,42.04,85.33,86.62,21.21,21.46,21.76,27.83,199.4,17.11,110.56,5000,103.33,104.32,37.48,226.44,226.99,88.12,41.9,69.7,155.31,20.4,60.48,94.14,8.45,55.47,916.63,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,35.82
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2.69,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,676.68
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2.59,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1248.39
104.64,447.89,873.47,412.52,151.84,420.02,388.88,159.7,504.74,324.94,358.13,443.95,337.91,405.17,414.25,307.15,555.98,322.74,979.49,279.78,249.74,534.67,505.85,177.17,378.43,391.02,315.79,184.94,419.27,318.7,222.33,263.51,639.16,608.59,103.78,5000,5000
269,570.69,903.05,563.69,86.01,448.75,389.02,160,713.46,404.82,316.4,374,498.98,466.11,470.34,492.94,5000,508.62,1186.89,255.43,268.65,543.17,524.6,212.29,259.14,242.66,233.43,196.3,303.53,314.35,286.3,246.08,971.54,945.93,82.33,5000,5000
284.31,1034.46,5000,1125.25,216.8,771.67,696.04,439.51,633.01,862.36,837.58,742.22,813.15,760.63,749.19,817.9,1101.62,926.82,5000,478.89,520.66,681.43,680.29,497.16,594.49,539.71,453.3,490.08,593.19,808.28,494.41,594.69,1594.96,938.93,205.41,5000,5000
259.96,5000,5000,950,222.58,1161.73,844.08,555.25,1148.35,1042.76,1259.72,938.77,1197.38,1442.14,1458.02,1125.41,1206.14,1067.07,5000,615,650.33,798.65,767.32,605.31,797.7,819,570.03,541.33,728.72,806.88,624.27,664.42,1449.19,1034.75,263.35,5000,5000
450.15,5000,5000,5000,368.65,1255.06,897.47,684.07,1348.86,1384.3,5000,1423.29,5000,5000,5000,5000,1604.32,5000,5000,708.4,624.27,1167.92,1124.64,674.59,734.4,869.56,706.55,683.33,1053.93,1049.83,1021.25,894.39,5000,1261.23,436.97,5000,5000
519.12,5000,5000,1546.58,489.18,5000,1193.66,722.7,1206.86,1513.3,5000,5000,5000,5000,5000,5000,5000,5000,5000,919.15,753.16,1085.09,1036.59,723.03,1377.82,1129.19,734.8,1051.92,891.37,1371.2,1141.38,935.09,5000,1329.37,507.84,5000,5000
524.43,5000,5000,5000,437.51,5000,5000,637.99,1197.52,5000,1559.71,5000,5000,5000,5000,5000,5000,5000,5000,640.31,1101.68,1114.64,1007.02,783.12,1109.21,1053.1,985.02,961,1181.75,5000,1059.87,1167.77,5000,5000,505.26,5000,5000
474.41,5000,5000,5000,5000,5000,5000,5000,5000,5000,481.91,5000,5000,5000,5000,5000,0.71,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,396,5000,7.64
1.02,5000,5000,331.67,5000,5000,5000,5000,5000,5000,455.33,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1.02,5000,25.25
1.05,5000,5000,0.25,5000,5000,5000,5000,5000,5000,490.77,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,165.97,5000,2.16
1,61.12,5000,0.24,5000,5000,5000,5000,5000,5000,640.77,5000,5000,5000,5000,5000,0.65,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,146.25,5000,76.87
5000,5000,171.38,801.22,146.44,167.01,134.97,875.4,146.53,147.41,60.58,80.7,77.07,70.29,69.08,56.4,103.67,87.17,286.01,387.86,173.27,181.1,180.33,208.19,629.72,704.03,673.37,168.14,126.61,87.66,146.67,682.33,397.94,86.08,5000,989.44,5000
5000,5000,206.29,63.49,179.76,73.09,78.72,383.62,97.99,201.69,98.65,68.01,54.43,111.73,111.12,63.02,84.74,121.07,259.01,139.35,55.85,74.19,73.93,215.91,123.52,144.54,244.42,170.95,128.1,98.45,69.81,482.21,686.72,18.62,5000,925.81,5000
47.48,0.59,29.27,30.13,88.39,45.22,16,1509.32,28.28,74.09,62.64,25.52,19.35,16.56,16.72,28.86,28.14,24.41,36.66,12.35,26.26,12.5,12.54,21.61,18.61,26.17,26.77,21.66,6.38,19.64,27.73,23.2,120.93,23.49,59.24,560.63,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
63.1,48.44,160.05,114.09,234.09,131.16,244.98,192.68,247.16,264.25,91.66,100.88,100.51,120.99,125.36,123.46,248.08,128.02,101.36,195.58,187.44,201.09,195.09,195.76,250.18,240.33,186.13,185.97,254.56,257.97,231.05,250.15,416.67,192.23,97.33,764.28,5000
364.59,165.05,491.62,260.64,861.21,539.76,683.91,464.82,857.22,854.46,400.19,264.56,464.36,538.94,526.69,489.36,1263.94,466.32,261.57,354.51,425.75,361.37,353.06,387.31,472.63,481.56,391.76,396.89,658.71,573.16,484.51,522.34,5000,570.52,143.77,719.17,5000
466.09,374.65,447.08,466.87,546.98,442.53,5000,2254.89,753.79,910.99,809.69,294.06,426.7,402.89,398.99,324.27,1369.01,431.36,946.9,826.89,1026.75,852.22,830.91,1107.21,1408.68,1166.83,1073.4,986.51,614.97,781.51,732.28,1709.89,5000,373.93,1006.98,1086.02,5000
14.99,17.57,216.96,108.59,8.4,5000,22.61,12.76,2494.54,9.62,14.36,97.75,34.18,31.34,31.2,21.72,7.52,24.89,775.66,20.82,23.44,63.27,61.16,14.38,27.86,27.77,8.08,13.28,31.25,25.56,10.32,17.41,10.36,41.65,16.34,941.66,5000
97.66,59.72,189,87.45,116.93,173.36,142.09,99.19,174.22,116.5,5000,79.13,193.56,192.96,193.17,192.21,162.37,5000,140.28,83.63,90.91,86.12,82.96,77.21,84.86,79.73,80.77,78.44,106.02,139.67,137.1,86.79,207.91,105.62,114.96,288.26,5000
179.22,153.7,270.47,108.59,170.21,260.17,193.46,129.46,286.13,175.95,275.99,121.44,218.85,238.49,238.52,240.38,254.33,253.17,152.51,97.26,101.24,96.84,96.14,97.49,107.94,104.36,97.63,96.92,156.84,175.12,160.51,101.64,226.95,134.82,164.46,325.23,5000
5000,213.83,5000,488.83,155.89,1208.12,177.26,314.07,188.51,353.15,914.1,925.77,1002.9,1174.94,1178.15,1011.32,918.05,1249.22,1238.47,460.15,318.74,467.62,456.84,331.75,409.06,408.18,335.72,338.11,142.81,238.6,259.92,352.64,399.53,87.92,1479.1,1036.79,5000
5000,389.96,5000,895.02,314.03,5000,320.32,512.72,244.33,935.19,5000,5000,5000,5000,5000,5000,5000,5000,5000,1109.43,545.9,991.72,1070.61,738.37,442.9,438.92,808.76,733.26,276.58,385.19,362.11,331.47,1099.13,385.99,770.71,1277.51,5000
137.7,69.2,5000,201.02,90.52,211.35,68.14,61.26,60.04,47.03,141.89,231.6,154.58,149.78,149.7,151.63,113.97,119.34,478.65,114.71,123.84,119.12,118.55,76.87,102.81,102.59,112.2,77.97,88.98,68.75,75.46,150.06,151.93,69.79,228.98,1005.9,5000
225.83,70.72,1550.62,73.8,37.57,83.68,36.71,37.39,36.33,25.09,119.66,135.55,134.31,129.65,129.87,124.05,173.56,187.86,113.46,47.38,46.85,49.56,49.56,36.12,65.11,64.87,37.55,36.8,37.99,37.39,36.69,65.13,36.92,86.67,36.36,1033.74,5000
122.61,4.75,1112.51,3.32,53.47,4.49,51,52.33,50.11,16.7,3.68,3.63,4.01,3.74,3.78,3.57,3.22,4.3,54.65,64.14,64.46,65.36,64.66,51.25,70.4,69.8,50.22,50.63,51.25,52.41,50.14,74.16,15.52,73.82,50.31,1034.27,5000
5000,140.36,5000,232.97,105.16,1288.42,144.32,103.94,181.54,60.53,5000,90.57,103.37,100.74,100.4,98.89,98.99,5000,373.93,137.32,128.07,145.71,145.38,112.91,148.7,148.98,118.46,113.63,103.97,115.31,104.98,147.58,121.37,128.1,176.77,1076.09,5000
1635.34,77.1,5000,39.4,61.37,62.74,59.33,60.14,56.74,30.76,22.47,39.67,20.58,20.35,20.1,20.54,16.21,22.83,68.16,72.56,80.62,72.68,73.13,59.87,100.54,99.56,60.05,57.61,62.14,61.17,56.88,92.56,29.56,69,97.21,1027.07,5000
141.7,57.13,5000,138.93,90.18,143.78,64.1,72.05,66.28,67.64,76.1,101.92,64.9,63.66,63.38,59.6,220.29,145.49,205.06,59.22,64.99,61.47,60.89,72.44,94.01,94.64,80.84,65.73,60.48,57.15,74.71,83.2,55.13,72.89,118.34,1009.57,5000
330.54,580.46,284.8,85.75,109.34,42.96,16.56,144.88,15.25,583.37,5000,766.58,5000,811.63,825.28,1448.16,5000,326.94,95.43,78.2,57.06,48.17,46.63,54.34,284.6,132.2,34.76,165.88,16.36,12.57,49.61,162.22,5000,348.02,171.5,1212.41,5000
550.64,613.38,167.55,173.52,636.01,144.91,36.98,158.23,31.76,5000,5000,249.8,362.86,5000,5000,5000,5000,5000,126.97,160.64,113.91,181.61,177.16,152.12,198.84,247.57,204.15,164.3,37.08,44.08,57.56,170.96,5000,709.06,5000,5000,5000
426.73,11,5000,210.48,5000,5000,5000,486.97,3291.63,1520.56,441.93,5000,5000,5000,5000,5000,5000,5000,0.04,674.59,546.2,675.73,688.98,585.1,329.75,445.35,681.54,664.61,5000,1625.01,1144.17,669.17,5000,973.62,584.56,5000,5000
5000,33.62,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,475.52,5000,5000,5000,5000,5000,404.9,5000,5000,5000,5000,5000
5000,1368.7,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
235.44,9.21,5000,271.54,5000,5000,218.2,224.01,2249.12,5000,65.54,5000,5000,5000,5000,5000,1086.86,5000,0.02,168.45,164.22,168.69,174.34,229.37,156.58,228.46,168.6,140.02,318.93,185.24,108.3,345.99,5000,5000,338.4,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
1.53,2.44,67.27,5.02,9.83,120.44,14.57,0.89,70.95,9.06,35.99,9.54,31.31,28.98,28.88,30.72,7.84,16.39,7.64,0.99,7.85,1,1.02,3.27,2.68,5.04,0.31,3.16,5,9.23,3.69,2.33,1.12,13.23,0.4,0.21,0.89
2.13,3.27,11.5,41.67,2.41,3.85,4.1,2.61,540.36,1.66,36.35,2.39,69.83,8.68,8.68,71.98,5000,72.34,196.62,1.64,2.62,1.66,1.63,1.45,0.42,0.42,2.78,1.42,149.34,3.06,1.85,0.45,2.07,107.24,3.33,994.21,5000
3.53,4.93,5000,46.86,8.51,5.3,7.79,2.77,2456.73,4.92,39.17,4.34,5000,5000,5000,5000,599.36,5000,1454.23,4.68,7.35,4.75,4.7,3.08,7.51,7.08,3.17,3.15,5000,10.69,4.96,7.24,2.32,5000,4.54,5000,5000
6.44,0.7,3.85,93.78,5000,27.12,245.16,5000,132,5000,5000,5000,5000,5000,5000,5000,5000,1.21,52.65,3.05,3.19,3.11,3.02,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4.28,5000,908.3,5000
5000,33.33,5000,5000,5000,58.48,5000,2584.69,191.03,5000,5000,5000,5000,5000,5000,5000,5000,39.59,81.84,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2535.8,5000,44.43,5000,946.65,5000
5000,11.66,13.71,278.4,5000,231.99,84.59,5000,69.18,5000,5000,5000,5000,5000,5000,5000,5000,8.34,40.96,5000,5000,5000,5000,5000,16.94,25.18,5000,5000,5000,5000,5000,2942.89,5000,4.05,5000,908.01,5000
5000,1.63,4.9,92.35,5000,191.68,467.16,2678.34,5000,5000,5000,5000,5000,5000,5000,5000,5000,1.68,36.69,5000,5000,5000,5000,5000,6.2,6.31,5000,5000,5000,5000,5000,4.87,5000,4.18,5000,907.81,5000
5000,162.78,5000,5000,5000,7.26,132.52,5000,70.98,5000,5000,5000,5000,5000,5000,5000,5000,13,134.01,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2574.99,5000,4.18,5000,908.01,5000
5000,13.81,15.29,381.67,5000,197.3,224.18,5000,370.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,38.9,783.24,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2577.29,5000,4.34,5000,908.12,5000
0.57,0.4,2.04,34.74,5000,1.99,2.06,2493.42,2.04,5000,5000,5000,5000,5000,5000,5000,5000,0.79,33.56,1.92,1.98,2.02,1.93,5000,2.06,2.04,5000,5000,5000,5000,5000,1.9,5000,4.29,3.01,908.22,5000
5000,1.59,7.86,221.27,5000,131.38,37.15,5000,90.63,5000,5000,5000,5000,5000,5000,5000,5000,2.36,37.23,5000,5000,5000,5000,5000,15.88,16.98,5000,5000,5000,5000,5000,2498.68,5000,4.33,5000,908.55,5000
1.17,0.48,2.09,37.83,5000,1.26,2.52,2498.03,2.52,5000,5000,5000,5000,5000,5000,5000,5000,0.77,35.7,2.15,2.24,2.19,2.15,5000,2.31,2.45,5000,5000,5000,5000,5000,2.35,5000,4.41,5000,908.72,5000
5000,169.45,5000,5000,5000,161.85,89.33,5000,150.53,5000,5000,75.25,5000,5000,5000,5000,5000,5000,85.06,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4.11,5000,907.69,5000
1.22,0.53,2.21,42.2,5000,83.9,2.23,559.24,2.22,5000,5000,5000,5000,5000,5000,5000,5000,0.79,35.91,2.16,2.19,2.18,2.19,5000,2.56,2.49,5000,5000,5000,5000,5000,2.55,5000,4.18,3.24,907.98,5000
5000,21.86,15.32,382.9,5000,188.94,636.61,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,11.57,81.3,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2561.67,5000,4.3,5000,908.54,5000
5000,4.54,5.78,268.8,5000,711.9,260.27,5000,537.83,5000,5000,5000,5000,5000,5000,5000,5000,2.49,40.67,5000,5000,5000,5000,5000,16.22,18.55,5000,5000,5000,5000,5000,2572.96,5000,4.21,5000,908.01,5000
1.19,0.76,2.62,49.01,5000,29.35,28.81,2576.86,7.84,5000,5000,5000,5000,5000,5000,5000,5000,1.02,32.12,2.58,2.62,2.55,2.58,5000,2.83,2.69,5000,5000,5000,5000,5000,2.77,5000,5.15,5000,909.06,5000
5000,0.63,4.22,43.68,5000,83.71,21.56,2525.49,13.15,5000,5000,5000,5000,5000,5000,5000,5000,1.09,32.92,2.68,2.71,2.66,2.68,5000,2.9,2.85,5000,5000,5000,5000,5000,2.8,5000,4.14,5000,907.94,5000
5000,426.32,5000,5000,5000,47.93,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,315.35,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2713.8,5000,4.21,5000,908.36,5000
25.63,0.94,3.34,56.26,5000,532.85,38.72,2505.69,4.91,5000,5000,5000,5000,5000,5000,5000,5000,1.14,32.46,2.8,2.75,2.83,2.82,5000,4.04,4.13,5000,5000,5000,5000,5000,3.93,5000,4.3,5000,908.37,5000
5000,1343.87,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.3,5000,0.62,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.36,5000,0.82,5000
147.58,227.45,731.74,284.63,387.24,505.12,321.84,159.15,569.53,404.32,264.46,362.07,451.4,498.25,494.29,508.94,379.16,546.4,259.21,178.2,186.23,178.5,178.14,162.76,167.52,172,168.03,177.91,345.37,338.81,275.56,164.17,5000,818.21,156.47,874.78,5000
292.22,570.68,5000,676.69,1150.96,5000,938.56,325.75,2029.24,1133.16,486.96,1140.85,1253.84,1479.43,1478,1506.19,1177.37,5000,649.11,364.42,389.49,364.67,364.15,341.22,353.94,333.34,369.02,350.63,817.01,856.28,662.81,345.74,5000,1616.7,290.18,5000,5000
694.46,1614.7,5000,5000,5000,5000,5000,1041.47,5000,5000,1073.67,5000,5000,5000,5000,5000,5000,4333.05,1503.09,830.99,893.33,877.09,829.97,906.96,835.56,798.61,823.32,814.48,5000,5000,5000,886.4,5000,5000,661.41,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
8.17,11.72,109.51,1.42,74.35,74.87,72.21,73.28,72.2,71.64,74.63,71.66,49.56,71.44,73.29,74.12,5000,73.54,25.38,79.6,82.36,80.69,80.7,74.16,77.69,76.5,73.72,73.51,72.32,74.24,73.39,76.94,67.34,16.49,72.91,933.48,5000
18.87,32.53,177.13,1.46,132.9,134.37,130.91,130.09,129.5,128.24,134.13,130.17,107.66,129.6,129.09,134.45,134.9,132.14,52.86,140.13,143.18,140.05,139.67,134.17,135.89,137.94,131.74,134.2,129.75,131.92,132.44,134.92,121.57,20.74,129.77,277.5,5000
157.66,6.32,150.73,3.52,142.74,147.36,141.32,141.81,141.1,140.09,144.48,142.34,89.25,139.17,138.96,144.61,146.69,142.87,46.42,145.17,146,145.79,145.42,142.81,143.67,146.09,143.4,142.96,142.05,139.93,141.5,143.34,133.96,20.96,141.72,23.6,5000
496.98,18.22,102.5,73.59,27.91,1.27,8.09,3.02,2.71,416.75,56.14,1.01,1.32,233.23,233.1,201.52,1.42,157.27,111.06,96.25,164.77,44.45,43.2,2.62,61.74,41.63,283.74,2.61,2.51,3.63,8.24,14.3,1249.74,342.64,2.4,1229.83,5000
5000,4.91,1063.53,60.57,163.67,462.11,92.66,357.49,372.56,5000,5000,1.45,2.18,455.41,455.43,5000,72.05,5000,60.2,39.05,7.28,26.41,26.32,2.03,576.34,55.93,57.4,2.05,3.58,2.91,46.33,619.84,1369.29,5000,5000,5000,5000
209.71,346.35,356.39,221.35,267.3,298.99,245.96,176.36,447.41,259.35,269.89,247,282.56,312.74,311.93,250.89,414.46,255.36,446.8,209.35,240.08,198,196.56,171.53,166.74,154.39,210.35,172.67,209.15,144.44,131.74,231.34,708.82,339.8,26.2,1109.6,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
